age,gender,education_level,government_region,W8wave5,W8wave6,W8wave7,w1rwa11,w1rwa21,w1rwa31,w1wing1a,w1EQUALITY1,w2UKparty1,w2UKparty2,w2UKparty3,w2trdegl5,w2trdegl7,w2trdegl8,w2trdegl9,w2efftrst1,w2efftrst2,w2efftrst3,w2efftrst4,w2efftrst5,w2efftrst6,w2efftrst14,w2efftrst15,w2efftrst16,w2efftrst18,w2natid1,w2natid2,w2natid3,w2natid4,w2eupan1,w2eupan2,w2eupan3,w2eupan4,w2eupan5,w2eupan6,w2eupan7,w2eupan8,w2eupan9,w2eupan10,w5econ1,w5econ2,w5econp1,w5econp2,w5EUref1,w6econ1,w6econ2,w6econp1,w6econp2,w6EUref1,w7cgreed,w7banks,w7EUref1,Weight_wave10,w10econ1,w10econ2,w10econp1,w10econp2,w10EUref1
57,Male,"CSE grade 1, GCE O level, GCSE, School Certificate",West Midlands,.7269757249173844,.7692187397324072,.7355848961607132,Strongly agree,Agree,Neither agree nor disagree,5,4,,,No-none,Positive effect,Don’t know,No effect,No effect,Disagree,Disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Very important,Very well,Sometimes,Very important,Agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Got a little better,Stayed the same,Get a little better,Stay the same,I would vote for Britain to leave the European Union.,Gotten a little better,Stayed the same,Stay the same,Get a little worse,I would vote for Britain to leave the European Union,Neither agree nor disagree,Neither agree nor disagree,I would vote for Britain to leave the European Union,,,,,,
29,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",East Midlands,,,,Strongly agree,Neither agree nor disagree,Agree,5,5,,,Conservative,No effect,Don’t know,Don’t know,Don’t know,Neither agree nor disagree,Disagree,Agree,Disagree,Disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Very important,Very well,Don’t know,Extremely important,Don’t know,Neither agree nor disagree,Agree,Don’t know,Disagree,Strongly disagree,Disagree,Don’t know,Agree,Agree,,,,,,,,,,,,,,,,,,,
25,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",London,.7228545244522647,.7292910302359611,.7656548211970702,Agree,Neither agree nor disagree,Disagree,3,6,,Don't know,,Don’t know,Don’t know,Don’t know,Don’t know,Don’t Know,Disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Very important,Very well,Quite Often,Neither unimportant nor important,Don’t know,Agree,Disagree,Agree,Disagree,Strongly disagree,Don’t know,Strongly disagree,Don’t know,Strongly agree,Got a little better,Got a little better,Don't know,Don't know,I would vote for Britain to remain a member of the European Union.,Don't know,Stayed the same,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union,Agree,Agree,I would vote for Britain to remain a member of the European Union,1.047409791316011,Don't Know,Stayed the same,Don't know,Don't know,I would vote for Britain to remain a member of the European Union.
53,Male,City and Guild certificate,South West,,,,Agree,Neither agree nor disagree,Strongly disagree,6,1 - Government should get out of the business of promoting income equality.,Liberal Democrat,,,Positive effect,Positive effect,Positive effect,Positive effect,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Neither unimportant nor important,Very well,Never,Neither unimportant nor important,Agree,Agree,Strongly agree,Strongly agree,Disagree,Don’t know,Neither agree nor disagree,Agree,Don’t know,Agree,,,,,,,,,,,,,,,,,,,
65,Female,Teaching qualification (not degree),East Midlands,.312522456392718,.2521364312836492,.2502069492162292,Agree,Agree,Agree,5,3,,No-none,,Negative effect,Negative effect,Negative effect,Negative effect,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Agree,Extremely important,Extremely well,Always,Extremely important,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Stayed the same,Stayed the same,Get a little better,Stay the same,I would vote for Britain to leave the European Union.,Gotten a little better,Gotten a little better,Get a little better,Get a little better,I would vote for Britain to leave the European Union,Strongly agree,Agree,I would vote for Britain to leave the European Union,.4316547623353784,Stayed the same,Stayed the same,Don't know,Don't know,I would vote for Britain to leave the European Union.
41,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",South East,.7437587706775536,1.160635720480761,1.144089949136544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Got a little better,Get a little better,Get a little better,I would vote for Britain to remain a member of the European Union.,Gotten a little better,Gotten a little better,Get a little better,Get a little better,I would vote for Britain to remain a member of the European Union,Agree,Agree,I would vote for Britain to remain a member of the European Union,,,,,,
62,Female,"Other technical, professional or higher qualification",South East,.7453136113528587,.5897519036695268,.5829453809905547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Stayed the same,Don't know,Get a little better,I would vote for Britain to remain a member of the European Union.,Gotten a little better,Gotten a little better,Get a little better,Get a little better,Don't know,Agree,Agree,I would vote for Britain to leave the European Union,.6224034497799908,Got a little better,Got a little better,Stay the same,Don't know,I would vote for Britain to leave the European Union.
29,Female,"University or CNAA higher degree (eg M.Sc, Ph.D)",London,,,,Disagree,Agree,Strongly disagree,2,7 -  Government should do more to reduce income inequality.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Got a little worse,Stay the same,Get a little worse,I would vote for Britain to remain a member of the European Union.,Gotten a little worse,Gotten a little worse,Don't know,Get a little worse,I would vote for Britain to remain a member of the European Union,Strongly agree,Strongly agree,I would vote for Britain to remain a member of the European Union,,,,,,
29,Female,"University or CNAA higher degree (eg M.Sc, Ph.D)",London,.8564587442917266,.9925193238826422,.9883359395412162,Strongly disagree,Agree,Strongly disagree,2,7 -  Government should do more to reduce income inequality.,,,Labour,Negative effect,Positive effect,No effect,No effect,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Neither agree nor disagree,Disagree,Agree,Extremely important,Extremely well,Always,Extremely important,Strongly disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,Strongly disagree,Strongly agree,,,,,,,,,,,,,,,,,,,
75,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",Scotland,.6667019513147647,.7067168252632045,.6931283986228365,Agree,Agree,Agree,7,3,,,Scottish National Party (SNP),Negative effect,Negative effect,Negative effect,Negative effect,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Neither unimportant nor important,Not very well,Don’t know,Neither unimportant nor important,Don’t know,Disagree,Don’t know,Don’t know,Disagree,Don’t know,Disagree,Neither agree nor disagree,Don’t know,Disagree,Got a little better,Stayed the same,Stay the same,Stay the same,Don't know,Gotten a little better,Stayed the same,Don't know,Don't know,Don't know,Agree,Agree,Don't know,,,,,,
70,Male,Recognized trade apprenticeship completed,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Male,No formal qualifications,South West,1.179336173270393,1.184347850812828,1.169759155487938,Strongly agree,Agree,Neither agree nor disagree,4,5,,Labour,,Positive effect,Positive effect,Positive effect,Negative effect,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Agree,Extremely important,Extremely well,Always,Extremely important,Agree,Disagree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Agree,Got a little worse,Got a lot worse,Stay the same,Get a little better,I would vote for Britain to leave the European Union.,Gotten a lot worse,Gotten a little worse,Stay the same,Get a little better,I would vote for Britain to leave the European Union,Strongly agree,Agree,I would vote for Britain to leave the European Union,1.016262179822406,Got a little worse,Got a little worse,Stay the same,Get a little better,I would vote for Britain to leave the European Union.
66,Female,University diploma,Wales,1.33148110040151,1.089955441006102,1.107566776609933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Got a little worse,Stay the same,Stay the same,I would vote for Britain to leave the European Union.,Gotten a lot worse,Stayed the same,Stay the same,Get a little worse,I would vote for Britain to leave the European Union,Strongly agree,Strongly agree,I would vote for Britain to leave the European Union,2.088873545581028,Got a little worse,Stayed the same,Stay the same,Stay the same,I would vote for Britain to leave the European Union.
45,Male,"CSE grade 1, GCE O level, GCSE, School Certificate",London,.713978294814124,.7385487338453137,.7039422282017284,Strongly agree,Strongly agree,Disagree,7,4,,Don't know,,Negative effect,Positive effect,No effect,Negative effect,Disagree,Agree,Disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Extremely important,Very well,Always,Extremely important,Disagree,Strongly agree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Don’t know,Neither agree nor disagree,Got a little worse,Stayed the same,Stay the same,Get a little better,I would vote for Britain to remain a member of the European Union.,Gotten a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to remain a member of the European Union,Strongly agree,Strongly agree,I would vote for Britain to remain a member of the European Union,.691830471247723,Stayed the same,Stayed the same,Stay the same,Get a little worse,I would vote for Britain to remain a member of the European Union.
39,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",Yorkshire and the Humber,,,,Strongly disagree,Neither agree nor disagree,Strongly disagree,2,6,,Green,,Negative effect,Don’t know,Don’t know,Don’t know,Strongly agree,Agree,Strongly agree,Disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Disagree,Agree,Don’t know,Extremely well,Don’t know,Don’t know,Strongly disagree,Neither agree nor disagree,Strongly disagree,Don’t know,Don’t know,Strongly disagree,Don’t know,Strongly disagree,Strongly disagree,Strongly agree,,,,,,,,,,,,,,,,,,,
57,Female,"CSE grade 1, GCE O level, GCSE, School Certificate",North West,.7877479907784088,.8199122664988052,.8039913051396378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union.,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union,Agree,Strongly agree,I would vote for Britain to remain a member of the European Union,,,,,,
61,Female,"Other technical, professional or higher qualification",West Midlands,,,,Agree,Agree,Agree,5,3,United Kingdom Independence Party (UKIP),,,Don’t know,Don’t know,Don’t know,Don’t know,Don’t Know,Disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Don’t Know,Don’t Know,Don’t Know,Agree,Not important at all,Not at all,Never,Not important at all,Agree,Agree,Agree,Disagree,Disagree,Neither agree nor disagree,Don’t know,Disagree,Don’t know,Agree,,,,,,,,,,,,,,,,,,,
56,Female,Youth training certificate/skillseekers,Yorkshire and the Humber,.9694140296273608,1.385871560119244,1.375712368952165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Stayed the same,Don't know,Don't know,I would vote for Britain to leave the European Union.,Stayed the same,Gotten a little better,Get a lot worse,Stay the same,I would vote for Britain to leave the European Union,Agree,Disagree,I would vote for Britain to leave the European Union,,,,,,
61,Male,"CSE grade 1, GCE O level, GCSE, School Certificate",London,,,,Agree,Agree,Strongly agree,3,4,,Labour,,No effect,Don’t know,No effect,Positive effect,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Very important,Very well,Quite Often,Very important,Disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Disagree,Neither agree nor disagree,Agree,Agree,,,,,,,,,,,,,,,,,,,
70,Female,"CSE grade 1, GCE O level, GCSE, School Certificate",South West,.8499929561237608,,,Agree,Strongly agree,Strongly agree,7,4,,Conservative,,Negative effect,No effect,No effect,Negative effect,Agree,Don’t Know,Agree,Don’t Know,Neither agree nor disagree,Strongly agree,Agree,Disagree,Neither agree nor disagree,Strongly agree,Very important,Extremely well,Don’t know,Very unimportant,Neither agree nor disagree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Strongly agree,Agree,Got a little worse,Stayed the same,Stay the same,Get a little better,Don't know,,,,,,,,,,,,,,
28,Female,Clerical and commercial,Yorkshire and the Humber,1.474458694627684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Got a little worse,Get a little worse,Get a little better,I would vote for Britain to leave the European Union.,,,,,,,,,,,,,,
